file,begin,end,speaker,overall_log_likelihood,speech_log_likelihood,phone_duration_deviation,snr
s01e05,945.91,948.01,speaker,-43.68786272321429,-45.727935791015625,5.884015336105847,8.513228382742675
s01e03,1268.93,1271.56,speaker,-42.64397056202471,-44.42186940511068,5.88351096121784,0.4635258091407728
s01e02,929.49,930.995,speaker,-32.81703450520833,-32.72724723815918,5.874071140811788,4.264597293026577
s01e02,450.145,453.31,speaker,-45.48400840398265,-52.73251043047224,5.859561094008599,3.3547511745125043
s01e01,1156.25,1159.22,speaker,-47.648148148148145,-51.87416919072469,5.850068471719088,10.406349155290762
s01e02,827.55,829.955,speaker,-40.47404612940871,-44.52270062764486,5.8472493789137685,10.353699893050052
s01e04,1140.3,1142.04,speaker,-41.05092717313219,-45.72017161051432,5.828755548552412,13.758679572128262
s01e05,186.71,189.25,speaker,-43.82691775344488,-51.976393699645996,5.823436680133608,10.023107560880057
s01e01,403.995,405.93,speaker,-42.2718971488402,-47.86531209945679,5.8206894766582025,6.090188233340031
s01e01,1017.875,1020.445,speaker,-46.095630927772376,-44.82101287841797,5.815818846284852,12.768643940614746
s01e04,174.805,176.705,speaker,-45.43016550164474,-48.422625350952146,5.798744087083022,8.863784073788569
s01e03,628.99,631.96,speaker,-49.58088370686027,-54.912567901611325,5.79713761962764,12.186927003212404
s01e03,1239.37,1241.065,speaker,-41.096343635110294,-40.2803897857666,5.780911712987108,6.661741309318238
s01e04,364.925,367.395,speaker,-43.21996773785425,-51.97247823079427,5.761504985862725,7.13333678951393
s01e04,1011.71,1014.505,speaker,-43.79655997983871,-45.105687883165146,5.755459034470378,10.451024109289554
s01e02,960.55,963.76,speaker,-45.22322819314642,-45.68539673941476,5.741911537427501,7.770927252406162
s01e03,834.4,837.5,speaker,-44.16709614415323,-49.52895863850912,5.73194489921658,7.635875548563138
s01e05,1033.41,1035.83,speaker,-39.85373757102273,-42.84398975372314,5.727862195078466,4.560781940581677
s01e02,127.89,130.93,speaker,-42.131103515625,-45.246078144420274,5.722692535629337,0.30674277119942417
s01e04,781.24,782.975,speaker,-42.77455156698994,-43.97296015421549,5.718580372839368,5.823313234501267
s01e03,1026.62,1030.89,speaker,-43.93493395052693,-47.103416442871094,5.716717809847956,8.782535113547718
s01e05,300.865,303.965,speaker,-49.75424017137097,-50.07142607371012,5.712035224499945,1.0876971704174814
s01e02,969.295,972.1,speaker,-52.12581322286477,-55.33071022033691,5.710908156685301,12.395685311105176
s01e01,892.32,894.12,speaker,-49.99914822048611,-48.91910349527995,5.710908156685301,11.965882346105474
s01e03,569.13,572.535,speaker,-43.959240004595586,-46.551640944047406,5.704313804844347,2.3075103014451983
s01e01,578.04,581.31,speaker,-42.360067851681954,-44.792715512789215,5.696599069199473,10.161537550548248
s01e05,471.2,473.4,speaker,-43.386590021306816,-47.88032687794078,5.690626457136872,12.03289091810802
s01e04,1263.09,1266.29,speaker,-43.712197875976564,-44.34453201293945,5.637695605045424,9.375053083204318
s01e05,1077.1,1080.34,speaker,-39.09169439621913,-43.918306931205414,5.637046146737553,8.96061362789423
s01e02,423.315,427.22,speaker,-48.50347666240409,-51.2120701789856,5.636115078650132,2.7670011747349577
s01e03,723.185,725.055,speaker,-55.68545287433155,-56.83753204345703,5.629006831703369,5.802877848850654
s01e03,740.065,741.94,speaker,-38.2614148728391,-44.44851913452148,5.626253741773753,4.809598159049489
s01e04,670.63,672.23,speaker,-42.752340698242186,-51.83134651184082,5.617667876901833,11.590535953972969
s01e05,44.77,47.48,speaker,-44.155770727629154,-41.57631846836635,5.598519914714437,4.18532934099408
s01e02,1003.13,1004.695,speaker,-46.98367523387739,-46.97686277117048,5.584035442666309,1.0064082333409878
s01e01,644.605,647.61,speaker,-41.61713541666666,-45.094430389404295,5.566141100933035,12.307833973216132
s01e05,331.83,334.325,speaker,-45.42662109375,-48.48774108886719,5.563691068328638,4.426802140740882
s01e04,706.735,708.07,speaker,-40.66055707789179,-39.31787586212158,5.55872673807543,9.168263475928889
s01e05,1140.835,1142.97,speaker,-42.270200630868544,-45.270637913754115,5.539692976395121,7.848809207502498
s01e02,531.525,533.195,speaker,-43.53536969030689,-49.92612991333008,5.537690052142874,12.170771536321457
s01e03,1179.575,1181.47,speaker,-44.27249710648148,-46.85641697474888,5.533218497837119,6.528978492587093
s01e04,1253.115,1254.885,speaker,-42.07333874028955,-47.53407287597656,5.5244054066474435,12.497465193942594
s01e01,1350.21,1353.01,speaker,-45.080172293526786,-48.556744208702675,5.514984893951953,9.331180532542689
s01e02,394.155,395.355,speaker,-50.63833414713542,-50.37051044810902,5.509298042322377,4.926301810019716
s01e05,824.655,827.59,speaker,-46.21124309098639,-49.680953487273186,5.504556651931965,8.952770584191985
s01e03,668.465,669.63,speaker,-59.286145440463365,-58.904134114583336,5.498085877433652,11.110893214053835
s01e04,722.585,725.655,speaker,-45.46087388029316,-48.893569350242615,5.496848440838302,11.302945205518496
s01e05,879.17,883.61,speaker,-40.341563731700454,-42.46365051269531,5.477928861309274,7.13993121815016
